Name,Rating,Pace,Shooting,Passing,Dribbling,Defense,Physical,Vision,Reflex,Composure,Jumping,Foot,Age
Julian Kudala,59,77,53,51,60,43,50,54,54,52,56,Right,22
Ashique Kuruniyan,59,87,51,51,58,45,60,48,55,46,68,Left,27
Robert Kwasigroch,59,63,62,54,60,21,57,25,38,22,44,Right,20
Phurba Lachenpa,59,62,58,56,61,28,57,25,46,35,61,Right,26
Max Larsson,59,69,35,48,51,53,59,37,59,52,54,Left,21
Lukas Laupheimer,59,64,36,47,62,58,63,44,58,57,54,Right,21
Lee Jun Gyu,59,63,40,56,61,45,51,63,62,45,42,Right,21
Loïck Lespinasse,59,74,56,52,60,34,61,51,57,54,74,Right,24
Li Shenyuan,59,74,28,42,51,55,55,40,61,42,65,Right,26
Calixte Paul Ligue,59,72,56,46,60,26,63,50,55,52,68,Left,19
Lin Chuangyi,59,66,56,57,59,60,65,60,56,56,69,Right,31
Liu Zhurun,59,75,56,48,60,39,55,52,60,45,62,Right,22
Liu Shibo,59,60,54,53,62,55,54,48,65,46,65,Right,27
Tommy Lonergan,59,66,58,46,58,21,57,51,57,55,63,Right,20
Lautaro López Kaleniuk,59,59,59,53,60,38,57,28,56,34,47,Right,23
Louis Lord,59,62,57,56,61,27,59,28,44,29,59,Right,20
Josna Loulendo,59,69,57,38,58,17,49,40,64,49,57,Right,20
Jason Lowe,59,50,49,56,58,57,72,54,56,57,66,Right,33
Jeremías Lucco,59,66,47,62,62,46,47,64,54,61,50,Right,18
Kacper Lukasiak,59,67,55,57,62,37,55,57,56,57,50,Right,20
Idar Lysgård,59,61,60,57,58,29,57,38,50,25,56,Right,29
Marcos Machuca,59,70,46,56,60,34,52,58,51,55,49,Right,19
Montader Madjed,59,75,52,48,68,23,45,51,45,60,49,Left,19
Herman Magnusson,59,57,32,42,50,59,67,28,50,52,63,Right,26
Jabez Makanda,59,66,60,54,60,25,56,58,56,53,66,Right,23
Elison Makolli,59,73,29,47,59,55,75,47,57,54,68,Right,19
Tidiane Malbec,59,60,62,60,59,27,58,38,48,27,49,Right,22
Dustin Maldonado,59,62,51,56,59,36,48,57,49,48,42,Left,34
Arjan Malić,59,58,29,46,49,61,61,45,62,57,56,Right,19
Stephen Mallon,59,64,54,54,60,46,52,50,56,46,51,Left,25
Mikael Marqués,59,59,27,34,48,58,70,33,55,45,71,Right,23
Louie Marsh,59,67,58,52,62,42,43,50,59,56,48,Right,20
John Martin,59,61,58,54,58,39,65,58,51,56,62,Right,25
Dan Martin,59,67,45,53,57,53,66,56,56,49,55,Right,22
Tommaso Martinelli,59,61,59,56,62,23,58,40,43,42,55,Right,18
Marco Ribeiro,59,59,50,57,59,57,45,56,63,45,45,Right,19
Ilija Maslarov,59,57,33,52,53,59,55,56,60,44,53,Right,17
Sam Mather,59,69,53,55,62,35,47,58,52,60,43,Right,20
Evans Maurin,59,69,60,51,63,19,55,48,50,50,60,Right,23
Callum Maycock,59,67,51,57,59,56,69,58,57,57,64,Right,26
Jay McGrath,59,63,28,45,46,59,64,38,52,42,67,Left,21
Archie Meekison,59,69,54,58,62,48,53,63,56,59,56,Right,22
Tony Menzel,59,71,47,54,63,31,52,58,48,42,51,Right,19
Novak Mićović,59,59,58,55,60,25,56,34,53,31,51,Right,22
Jevon Mills,59,51,27,32,37,59,67,27,54,40,67,Right,20
Min Seong Jun,59,64,57,54,61,33,56,44,52,36,56,Right,25
Harrison Minturn,59,60,24,35,48,57,67,28,61,48,69,Right,20
Samuel Mischitz,59,68,45,51,59,55,44,49,57,52,44,Right,21
Robert Mišković,59,69,53,60,61,47,65,57,56,58,69,Right,24
Zach Mitchell,59,67,28,48,53,57,67,49,56,49,70,Right,19
Omar Mohamedhoesein,59,75,53,59,63,55,49,62,58,60,47,Right,20
Shakur Mohammed,59,76,59,53,60,24,49,52,47,53,65,Right,21
Tomasz Mokwa,59,52,41,54,53,58,65,52,61,54,60,Right,31
Piero Mollica,59,64,27,39,52,61,55,30,49,48,46,Right,19
Sean Moore,59,71,54,54,62,29,38,52,44,51,42,Left,19
Niall Morahan,59,58,50,57,59,55,61,56,53,56,55,Right,24
Mauricio Morales,59,67,47,57,60,52,60,62,59,48,59,Right,24
Efraín Morales,59,58,23,38,34,62,63,27,44,39,56,Right,20
Shayden Morris,59,81,55,50,62,23,39,55,53,55,43,Right,22
Jamie Mullins,59,70,54,51,64,28,40,53,55,60,41,Right,19
Daniel Munie,59,66,24,39,44,60,61,25,40,44,57,Left,24
Reno Münz,59,57,32,33,45,61,60,34,55,55,64,Left,18
Joe Murphy,59,57,58,58,58,27,59,57,55,58,43,Left,43
Dane Murray,59,65,33,48,59,58,54,46,53,52,65,Right,21
Eric N'Jo,59,56,31,40,42,61,60,31,55,47,67,Right,20
Noah Nadje,59,54,61,46,59,25,48,51,56,51,60,Left,20
Amara Nallo,59,63,32,52,53,58,60,49,51,50,64,Right,17
Halicharan Narzary,59,75,54,52,58,34,62,50,45,52,64,Left,30
Christopher Negele,59,67,58,58,63,39,50,56,53,54,52,Right,19
Tom Negrel,59,56,57,60,62,23,61,33,49,34,45,Right,21
Yianni Nicolaou,59,73,38,49,56,53,69,49,56,55,63,Right,24
Luc Nieuwenhuijs,59,69,56,56,61,27,50,59,52,45,62,Right,17
Alex Nolan,59,73,51,54,60,35,53,57,55,57,48,Right,21
James Norris,59,68,35,53,53,55,54,46,51,48,55,Left,21
Troy Engseth Nyhammer,59,60,58,52,59,25,56,57,59,52,61,Right,18
Ryan O'Kane,59,72,52,51,63,31,44,57,47,62,40,Right,21
Karl O'Sullivan,59,81,52,49,63,40,48,46,56,45,50,Right,24
John-Joe O'Toole,59,36,47,50,46,56,69,53,55,56,62,Right,35
Zech Obiero,59,73,48,56,63,56,56,61,58,60,56,Right,19
Chituru Odunze,59,59,58,55,60,26,57,35,59,22,54,Left,21
Idris Odutayo,59,73,43,49,54,55,65,44,54,52,68,Left,21
Oh Jae Suk,59,57,34,55,58,56,62,53,54,58,63,Right,34
Darren Oldaker,59,70,51,58,61,52,63,59,57,58,62,Right,25
Christopher Olivier,59,71,55,58,61,54,65,58,56,52,64,Right,18
Marius Olsen,59,54,32,40,49,58,63,32,58,52,64,Right,23
Tani Oluwaseyi,59,76,61,43,58,29,60,49,50,57,69,Right,24
Chilohem Onuoha,59,67,51,57,62,34,55,53,59,54,52,Left,19
Tyler Onyango,59,51,45,57,56,53,75,60,58,52,70,Right,21
Enock Otoo,59,78,49,51,58,44,53,61,56,54,53,Right,20
Gabriel Oualengbe,59,56,49,57,57,58,64,61,56,60,56,Left,20
Aston Oxborough,59,59,60,56,57,43,58,41,55,26,55,Right,26
Mark Oxley,59,56,59,61,56,30,60,43,56,45,55,Right,33
Daniel Oyegoke,59,76,37,49,59,59,62,44,54,54,66,Right,21
Daniel Padilla,59,67,52,59,60,45,47,54,60,43,54,Right,19
Gerardo Padrón,59,68,49,58,64,43,39,63,52,58,37,Right,21
Paik Sang Hoon,59,61,44,56,65,44,46,64,67,54,39,Right,22
Krystian Palacz,59,78,30,45,57,54,58,55,58,49,57,Left,21
Pan Ximing,59,61,32,50,48,59,65,52,50,42,66,Right,31
Jack Panayotou,59,61,45,55,69,46,54,62,55,62,48,Left,20
Isaiah Parker,59,81,52,50,63,40,51,50,45,50,57,Left,22
Connor Parsons,59,83,51,55,61,43,43,58,46,42,51,Right,23
Patryk Paryzek,59,53,60,54,61,45,44,52,56,52,54,Right,18
Josh Passley,59,74,42,53,56,51,68,48,55,52,65,Right,29
Julian Pauli,59,67,25,41,38,59,64,30,49,44,67,Right,19
Lewis Payne,59,64,32,52,58,56,58,41,56,42,56,Right,20
Everson Junior,59,75,53,57,65,21,51,53,55,55,53,Right,20
Gonzalo Petit,59,54,61,43,57,26,57,50,54,45,66,Right,17
Cameron Peupion,59,63,46,60,59,41,49,64,55,64,56,Right,21
Denis Pfaffenrot,59,69,47,56,64,26,54,56,54,51,50,Right,19
Dominik Piła,59,73,54,58,58,52,55,58,49,54,68,Left,23
Oscar Priestman,59,70,42,54,62,55,66,53,53,54,57,Right,21
Philip Quinton,59,51,24,38,33,59,71,27,47,40,69,Left,24
Kacper Radkowski,59,53,33,47,49,57,67,43,56,52,66,Right,23
Josh Rae,59,60,59,62,62,24,56,40,50,40,43,Right,23
Johan Rapp,59,61,26,41,49,59,63,30,56,56,66,Right,23
Jadan Raymond,59,67,55,57,63,38,48,56,54,61,46,Left,20
Jing Reec,59,82,58,47,57,32,60,50,52,50,72,Left,21
TP Rehenesh,59,59,58,56,60,39,58,24,53,28,54,Right,31
Gonzalo Requena,59,55,29,32,41,61,68,28,44,45,67,Right,21
Bailey Rice,59,52,39,56,62,53,54,56,59,68,48,Left,17
Jack Robinson,59,66,37,55,56,58,64,55,58,53,66,Left,23
Zach Robinson,59,71,57,47,60,26,59,51,57,55,63,Right,22
Braudilio Rodrigues,59,73,61,46,63,23,42,52,51,59,49,Right,24
Carlitos Rodriguez,59,78,29,48,62,53,45,41,54,40,47,Right,19
Paulo Rodríguez,59,65,51,57,58,41,49,61,60,55,44,Left,21
Danny Rogers,59,60,58,59,60,44,58,56,53,41,59,Left,30
Camilo Romero,59,60,58,55,60,42,58,32,55,30,55,Right,23
Matthieu Rongier,59,60,62,59,59,29,56,30,45,20,44,Right,22
Kacper Rosa,59,59,56,61,60,41,60,39,51,24,54,Right,30
Alexandru Roșca,59,61,57,55,58,31,57,35,55,24,40,Right,20
Andrei Rus,59,73,30,45,51,52,59,36,59,51,52,Right,23
Markus Rusek,59,55,41,50,57,57,67,43,51,44,60,Right,30
Nathanaël Saintini,59,59,31,48,44,57,72,42,60,52,65,Right,24
Sanel Saljic,59,71,54,49,68,34,48,56,50,61,53,Left,18
Harvey Saunders,59,88,56,46,59,22,56,47,59,52,64,Left,27
Calum Scanlon,59,73,35,52,60,55,56,48,54,43,62,Left,19
Marcel Schantl,59,62,46,59,59,55,59,62,58,49,50,Right,24
Paul Schermer,59,62,57,56,61,24,57,30,51,31,47,Right,20
Kwabe Schulz,59,56,38,50,53,57,64,38,55,48,66,Left,25
Moritz Schulze,59,58,56,56,63,43,56,24,60,29,55,Right,23
Brady Scott,59,64,59,60,59,32,59,33,40,27,41,Right,25
Adrian Segecic,59,76,51,51,65,34,46,53,54,55,41,Left,20
David Sellés,59,59,42,52,45,61,58,54,56,48,61,Left,21
Alejandro Severo,59,70,56,55,62,44,57,50,50,50,60,Right,19
Max Sheaf,59,64,53,59,61,51,60,59,58,55,56,Right,24
Shi Yan,59,75,48,52,61,36,48,52,59,50,44,Right,22
Shin Sang Eun,59,80,50,51,60,22,63,50,58,51,75,Right,25
Hussain Sibyani,59,81,35,44,61,51,49,38,53,40,61,Left,23
Janne Sietan,59,61,30,41,45,59,66,27,58,51,68,Right,22
Gabriel Sigua,59,67,57,51,59,52,69,54,62,56,57,Right,19
Tommy Simkin,59,61,57,58,60,30,57,36,55,33,44,Right,19
Luan Simnica,59,61,53,57,61,56,62,58,61,55,64,Left,20
Simon Simoni,59,64,57,54,61,29,58,35,42,26,54,Right,20
Naorem Mahesh Singh,59,73,59,55,57,32,55,57,52,46,65,Left,25
Mehtab Singh,59,60,31,37,34,58,69,34,56,49,74,Right,26
Roshan Singh,59,66,50,55,59,52,60,53,55,52,52,Left,25
Jeakson Singh Thounaojam,59,53,45,52,58,55,73,54,51,47,68,Right,23
Xavi Sintes,59,55,42,55,52,57,63,52,56,46,68,Right,23
Luca Sirch,59,56,30,44,38,59,68,38,47,49,68,Right,25
Axel Sjöberg,59,67,40,52,59,56,52,54,51,55,54,Right,24
Henrik Skogvold,59,76,58,52,63,37,53,55,56,57,60,Right,20
Cieran Slicker,59,58,61,58,60,27,57,54,53,46,47,Right,21
Noah Smith,59,69,47,53,56,55,65,54,55,53,65,Left,23
Dylan Smith,59,63,29,39,49,59,63,34,50,49,68,Right,18
Fábio Jaló,59,77,57,47,61,25,50,56,60,58,64,Left,18
David Sotelo,59,59,49,57,57,54,51,60,61,45,46,Right,21
Jhair Soto,59,64,24,52,53,56,52,33,54,39,48,Right,21
Antonio Spagnoli,59,63,58,59,58,20,54,36,55,21,44,Right,19
Nick Stepantsev,59,70,50,56,59,30,56,63,47,59,61,Left,22
Godfrey Stephen,59,70,47,53,53,55,64,51,57,52,76,Left,24
Dušan Stojinović,59,59,26,39,40,62,58,26,58,57,61,Right,24
Aidan Stone,59,60,58,58,58,48,59,53,54,51,60,Right,25
Lawson Sunderland,59,67,44,57,57,53,63,59,51,45,70,Right,22
Kamarai Swyer,59,67,56,53,63,36,56,58,58,59,65,Right,21
Macaulay Tait,59,66,51,58,63,52,56,58,51,63,44,Left,19
Bianneider Tamayo,59,60,24,34,43,60,69,33,52,51,67,Left,19
Tan Kaiyuan,59,70,56,55,62,39,63,53,57,52,67,Left,23
Răzvan Tănasă,59,76,50,58,61,37,50,56,52,56,51,Right,21
Deepak Tangri,59,64,38,50,51,56,75,46,49,47,78,Right,25
Brad Tapp,59,66,44,54,54,56,57,54,51,54,54,Right,23
Jon Taylor,59,72,55,54,62,27,37,55,54,57,39,Right,32
Georgios Theocharis,59,62,58,55,62,24,56,37,46,24,58,Left,22
Cheick Thiam,59,64,30,39,38,56,69,29,53,45,72,Right,20
Lewis Thomas,59,59,58,57,60,57,58,40,50,35,53,Right,26
Ben Tollitt,59,75,53,54,59,44,58,55,54,55,56,Right,29
Mathias Tønnessen,59,61,30,47,51,60,55,36,59,48,59,Left,20
Abdoulkarim Traore,59,64,34,52,53,57,55,47,61,51,54,Right,19
Paul Tschernuth,59,60,61,60,60,18,58,21,41,30,36,Right,22
Dilyimit Tudi,59,62,44,54,62,54,62,60,60,47,63,Right,25
Peter Urminsky,59,60,59,58,60,28,58,40,46,35,50,Right,25
Bas Van Den Eynden,59,49,46,57,55,54,71,58,51,46,68,Right,22
Damian van der Haar,59,59,31,42,43,60,62,31,47,44,75,Left,20
Harry Van der Saag,59,72,48,53,58,52,71,54,57,56,71,Right,24
Miguel Vegas,59,63,35,53,53,54,47,44,59,40,37,Left,18
Santino Vera,59,74,42,58,62,56,59,55,51,55,73,Right,18
Samuele Vignato,59,68,59,60,74,34,40,64,66,54,37,Right,20
Jules-Anthony Vilsaint,59,70,60,45,56,26,56,47,40,50,68,Right,21
Daniël Virginio Deen,59,59,61,56,57,20,55,23,56,24,40,Right,21
Cătălin Vulturar,59,67,51,56,59,50,60,58,46,53,50,Right,20
Aurel Wagbe,59,76,41,52,60,49,66,55,46,39,71,Left,20
Casey Walls,59,46,25,40,36,64,63,36,41,40,61,Left,21
Wang Zihao,59,73,42,58,63,47,51,63,68,62,42,Right,30
Wang Jianan,59,69,59,56,58,53,62,62,51,60,68,Right,31
Wang Jianming,59,68,44,54,61,58,67,52,58,45,58,Right,31
Lewis Ward,59,59,58,59,61,45,58,33,53,29,54,Right,27
Riley Warland,59,65,24,43,41,59,66,27,46,51,63,Right,22
Jaden Warner,59,74,25,46,48,58,64,41,55,61,69,Right,21
Kacper Welniak,59,65,60,55,59,30,66,60,45,63,63,Right,24
Wen Jiabao,59,80,47,52,60,53,61,54,54,51,58,Left,25
Dylan Wenzel-Halls,59,80,59,51,63,24,62,59,47,62,68,Right,26
Corey Whitely,59,75,56,51,59,30,55,52,54,53,54,Right,33
Kevin Wiethaup,59,71,43,58,64,38,47,62,54,48,46,Right,19
Adam Wikman,59,66,48,55,62,56,51,56,58,62,44,Left,20
Tyrone Williams,59,61,26,34,38,59,72,28,55,47,72,Right,29
Zac Williams,59,65,36,48,52,57,66,45,56,50,67,Left,20
John Ross Wilson,59,58,42,53,54,56,60,51,53,49,58,Right,25
Donovan Wilson,59,76,57,46,57,22,66,47,52,51,76,Left,27
Lucas Wolf,59,70,45,53,66,36,37,57,52,55,39,Right,23
Harry Wood,59,64,54,61,61,52,55,61,53,60,55,Right,22
Alex Woodyard,59,50,53,57,58,58,61,55,58,62,69,Right,31
Jordan Wright,59,61,57,58,62,21,57,38,51,37,42,Right,25
Mohammed Yasir,59,75,52,55,61,35,58,53,48,45,58,Left,26
Yeerjieti Yeerzati,59,61,56,63,57,49,57,56,58,28,56,Left,31
Seyhan Yigit,59,71,33,51,61,53,54,46,51,43,44,Right,21
Özkan Yiğiter,59,61,46,56,58,54,66,46,55,45,67,Right,24
Atsushi Zaizen,59,62,49,54,66,32,38,57,61,57,34,Right,25
Nikodem Zielonka,59,73,53,51,64,25,51,50,48,57,51,Right,20
Zou Dehai,59,57,58,55,59,46,59,24,61,23,63,Right,31
Jabir Abdihakim Ali,58,53,55,40,54,23,70,52,50,53,77,Right,25
Mohammed Abdulrahman,58,77,29,41,53,55,58,41,53,43,65,Right,21
Sławomir Abramowicz,58,55,59,63,59,29,58,25,47,33,38,Left,20
Eli Adams,58,67,40,51,67,32,54,50,48,50,45,Left,22
Elicha Ahui,58,65,28,50,52,57,65,50,47,44,65,Right,20
Yazeed Al Bakr,58,76,27,48,58,53,58,43,50,50,65,Right,26
Fahad Al Hamad,58,66,26,40,40,57,67,42,54,39,66,Left,26
Saleh Al Harthi,58,71,47,53,58,35,53,50,50,51,52,Left,29
Khaled Al Kaabi,58,75,54,52,59,20,51,53,52,53,68,Right,32
Hussain Al Nowaiqi,58,73,39,50,54,52,55,46,53,40,55,Right,28
Abdulaziz Al Olewah,58,86,42,50,61,33,38,51,53,47,43,Right,20
Omar Al Owdah,58,74,26,50,60,53,58,49,50,45,62,Right,25
Noor Al Rashidi,58,60,25,44,44,58,61,46,56,46,73,Right,29
Sattam Al Rouqi,58,78,50,54,58,25,55,55,45,45,59,Right,22
Marwan Al Sahafi,58,75,46,49,61,35,56,52,54,48,65,Right,20
Mansour Al Shammari,58,68,28,50,56,55,58,49,53,50,57,Left,24
Abdulmalek Al Shammari,58,71,49,55,60,52,59,51,54,52,47,Left,29
Habib Al Watyan,58,58,59,57,59,32,56,38,52,39,64,Right,28
Abdullah Al Yousif,58,68,39,51,52,55,67,48,52,49,71,Left,27
Levi Amantchi,58,73,57,38,49,29,71,41,52,54,64,Left,23
Luca Andronache,58,70,55,52,62,31,53,55,56,58,57,Right,21
Paul Argney,58,59,59,60,64,44,49,33,51,41,48,Right,18
Keny Arroyo,58,70,59,52,59,30,52,52,56,51,52,Left,18
Luca Ashby-Hammond,58,59,58,56,62,24,54,32,45,38,37,Right,23
Tyrell Ashcroft,58,76,36,43,51,53,53,42,51,44,54,Right,20
Cian Ashford,58,75,58,42,59,26,54,41,53,56,63,Right,19
Ahmed Ashraf,58,73,48,53,62,35,51,53,48,45,59,Left,31
Nathan Asiimwe,58,73,34,50,55,53,65,45,50,49,67,Right,19
Zach Awe,58,54,29,42,48,59,56,36,53,51,62,Right,20
Alex Badolato,58,69,55,50,64,42,61,53,52,52,65,Right,19
Yunus Bahadır,58,68,29,44,57,53,51,40,56,56,48,Right,22
Ardian Bajrami,58,59,58,59,59,24,57,25,46,32,50,Right,20
Geraldo Bajrami,58,62,37,38,47,58,66,38,54,40,68,Right,24
Cody Baker,58,70,26,38,54,55,57,39,55,46,45,Right,20
Johan Bakke,58,61,49,57,58,54,45,57,56,52,43,Right,20
Bartosz Baranowicz,58,62,41,52,53,57,66,59,60,38,62,Right,21
Charlie Barker,58,65,34,43,51,57,66,42,58,49,75,Right,21
Kailin Barlow,58,66,54,55,60,48,59,59,50,60,55,Right,21
Jonas Bauer,58,69,55,50,60,25,50,55,51,54,49,Right,21
Anton Bäuerle,58,63,41,58,60,53,52,54,52,42,51,Left,19
Alfie Bavidge,58,72,59,44,54,19,49,49,56,50,59,Right,18
Aris Bayindir,58,59,54,54,60,32,44,58,54,52,44,Left,17
Lachlan Bayliss,58,74,55,52,59,40,56,54,56,53,60,Right,22
Gavin Beavers,58,60,57,58,61,22,59,23,38,37,50,Right,19
Filip Beckman,58,55,26,31,44,58,65,26,60,47,65,Left,21
Alcides Benítez,58,72,31,43,56,53,47,36,46,47,40,Right,22
Daniel Bennie,58,73,52,49,62,21,55,45,55,54,63,Right,18
Dion Berisha,58,63,49,54,64,32,45,50,48,48,46,Right,21
James Berry,58,78,55,48,61,39,59,52,52,54,56,Right,23
Lewis Billington,58,66,34,46,48,57,64,34,44,44,71,Right,20
Luke Bodnar,58,59,38,50,54,55,69,50,56,56,64,Right,24
Aaron Bolger,58,56,45,56,61,52,59,60,57,60,45,Right,24
Pépé Bonet,58,60,55,57,59,17,56,30,56,30,51,Right,21
Ryan Boot,58,61,58,53,55,58,58,45,53,60,64,Right,29
Alexandru Borbei,58,57,61,62,53,33,60,40,52,28,42,Right,21
Rowllin Borges,58,52,41,50,50,57,70,50,51,55,61,Right,32
Pedro Borges,58,73,50,53,61,48,67,56,53,48,68,Right,19
Mohamed-Amine Bouchenna,58,76,57,48,63,18,37,49,45,51,39,Right,18
Manuel Braun,58,67,34,49,54,58,58,42,42,38,63,Left,19
Francisco Bregante,58,53,35,47,42,59,61,39,48,45,55,Left,20
Luke Brennan,58,63,51,53,65,48,58,46,51,40,56,Right,19
Taylan Bulut,58,63,43,53,53,56,62,42,49,46,65,Right,18
Jakub Burek,58,59,61,48,58,21,57,32,51,37,45,Right,21
Evan Caffrey,58,64,55,56,59,54,61,60,55,58,57,Right,21
Max Caputo,58,69,55,49,55,30,63,53,52,53,67,Right,19
Jarrod Carluccio,58,78,50,48,61,42,59,49,54,51,64,Left,23
Robert Castellanos,58,53,24,38,41,57,67,32,50,44,73,Right,26
Alexandre Castro,58,58,59,58,60,38,60,55,43,37,54,Right,21
Joshua Cavallo,58,68,46,56,60,50,55,55,51,57,48,Left,24
Antonio Ceza,58,63,22,30,33,62,53,27,63,58,63,Right,21
Jacob Chapman,58,60,59,63,59,25,58,39,42,27,42,Right,23
Pratik Chaudhari,58,48,25,32,41,58,73,36,43,45,71,Right,34
Sidiki Chérif,58,68,53,52,60,30,51,56,39,50,55,Right,17
Adi Chică-Roșă,58,62,58,36,53,23,58,43,52,53,69,Right,26
Jeremiah Chilokoa-Mullen,58,58,24,45,52,57,58,31,52,52,63,Right,20
Choi Chul Soon,58,58,45,56,56,57,65,57,46,60,67,Right,37
Radosław Cielemęcki,58,68,48,57,59,46,57,59,56,48,51,Right,21
Noah Cobb,58,71,26,30,38,61,59,34,53,42,63,Right,19
Fredy Colmán,58,76,53,53,60,40,56,56,38,49,54,Right,19
Wilfred Correa,58,70,45,51,61,41,46,59,67,45,39,Right,18
Marius Courcoul,58,57,29,38,40,60,61,35,51,46,55,Right,17
Trae Coyle,58,74,52,54,60,21,57,53,52,53,54,Right,23
Billy Crellin,58,58,57,57,61,33,56,33,50,34,49,Right,24
Guilherme Zimovski,58,65,57,52,61,34,54,51,45,53,56,Right,19
Jez Davies,58,70,52,57,59,54,61,54,58,55,63,Right,20
William Dávila,58,63,42,56,58,34,42,64,58,56,36,Right,23
Luc De Fougerolles,58,64,32,44,48,60,58,37,56,51,62,Right,18
Gary Deegan,58,30,42,51,50,56,67,45,53,51,47,Right,36
Lorenzo Dellavalle,58,56,28,46,43,60,51,26,47,38,65,Right,20
Mandar Desai,58,77,51,50,59,50,60,41,51,48,57,Left,32
Dramane Diarra,58,73,59,46,58,25,47,47,58,45,62,Right,20
Matt Dibley-Dias,58,68,58,59,63,53,54,58,56,63,51,Right,20
Mamadou Diop,58,61,54,59,66,28,53,33,42,29,57,Right,24
Albert Iustin Doicaru,58,72,59,51,59,32,56,56,55,63,66,Left,17
Lukas Dominke,58,58,24,37,43,58,64,29,49,44,68,Right,20
Dong Yanfeng,58,75,27,47,58,57,67,54,53,50,64,Right,28
Ronald Donkor,58,63,35,56,65,52,54,54,59,55,46,Left,19
Stephen Dooley,58,54,54,57,57,54,54,58,60,58,48,Right,32
Andrei Dorobanțu,58,65,48,56,59,53,58,59,56,50,56,Right,20
Amidou Doumbouya,58,55,33,45,54,58,63,38,51,48,66,Left,17
Colin Doyle,58,57,58,57,56,32,60,26,55,40,52,Right,39
Giacomo Drago,58,58,55,55,62,39,53,39,54,22,57,Right,23
Sam Durrant,58,68,49,51,61,42,65,58,49,62,55,Right,22
Furkan Dursun,58,67,56,42,58,24,64,48,53,50,71,Right,19
Jordan Eastham,58,58,57,64,60,27,56,51,52,27,37,Right,23
Moritz Eder,58,67,27,45,53,55,54,35,54,42,52,Right,21
Guiry Egny,58,63,50,58,58,52,53,60,61,60,48,Right,22
Deji Elerewe,58,69,24,40,44,57,68,39,55,51,73,Right,21
Jack Ellis,58,67,29,46,55,54,64,38,53,47,61,Right,20
Emmanuel Essiam,58,71,48,53,62,55,68,52,54,62,65,Right,20
Cameron Evans,58,61,20,39,50,58,63,28,48,52,66,Right,23
Kieron Evans,58,73,52,52,60,35,50,57,56,57,48,Right,22
Shane Farrell,58,67,52,56,59,51,62,55,51,60,59,Right,24
Feng Boxuan,58,83,51,52,61,50,59,53,52,52,59,Right,27
Feng Gang,58,78,48,58,60,55,50,58,56,40,51,Right,31
Raynier Fernandes,58,67,50,54,60,50,59,55,62,48,53,Right,28
Ryan Finnigan,58,66,52,58,61,49,60,51,54,48,59,Right,20
Andrei Florescu,58,80,45,53,61,34,63,55,53,48,59,Right,22
Ibrahim Fofana,58,63,53,56,59,56,59,53,58,41,67,Right,20
Justin Forst,58,64,56,43,58,18,61,45,57,50,66,Right,21
Lukas Frenkert,58,72,25,38,52,57,68,32,58,40,71,Right,24
Patrick Gamble,58,62,32,47,44,57,62,44,50,54,67,Right,20
Gao Huaze,58,73,55,51,59,49,63,51,53,52,68,Right,26
Antoine Gauthier,58,63,55,60,62,46,54,54,57,61,61,Left,20
Geng Xiaofeng,58,59,62,52,56,41,52,60,54,53,38,Right,36
Brahim Ghalidi,58,74,51,50,63,22,33,51,44,47,35,Right,19
Fred Gnalega,58,54,41,56,63,57,42,53,48,58,35,Right,22
Juan Carlos Gonzáles,58,69,53,50,59,22,36,50,58,48,37,Left,21
Ángel González,58,58,56,58,60,29,56,55,51,39,50,Right,21
Cristian Graciano,58,73,28,43,53,50,54,35,70,42,55,Right,21
Ryan Graydon,58,67,52,54,58,32,51,52,54,52,53,Right,25
Harvey Griffiths,58,54,51,54,54,55,64,54,58,52,64,Right,20
Matthew Grimaldi,58,69,54,52,60,39,59,56,50,57,63,Right,20
Gabriele Guarino,58,53,28,37,39,59,67,39,51,50,72,Right,20
Eggert Aron Gudmundsson,58,65,55,54,59,41,61,58,56,51,57,Right,20
Jamie Gullan,58,71,58,50,56,23,63,53,51,56,67,Right,25
Berke Gürbüz,58,65,46,54,63,33,50,58,49,48,46,Right,21
Max Hagemoser,58,59,56,58,60,24,57,39,46,30,54,Left,21
Jad Hakiki,58,66,46,56,65,49,49,60,58,61,43,Right,20
Pronay Halder,58,38,49,51,54,55,73,52,49,46,62,Right,31
Michael Halliday,58,68,29,48,54,54,60,44,53,49,59,Right,21
Aksel Halsgaard,58,58,31,36,36,61,49,27,62,55,54,Right,19
Teodor Berg Haltvik,58,64,55,53,61,20,58,56,55,58,62,Right,24
Mathis Hamdi,58,61,29,42,49,56,53,39,54,39,49,Left,20
Han Jong Mu,58,53,45,56,63,42,61,64,57,50,47,Right,21
David Harrington,58,59,59,56,59,21,59,56,45,22,33,Right,24
Ryan Haynes,58,71,48,53,54,54,66,53,55,53,67,Left,28
Naif Hazazi,58,33,46,52,51,57,69,49,50,50,68,Right,31
Martin Hellan,58,60,33,47,56,54,56,48,53,54,52,Right,21
Maximilian Herwerth,58,52,22,38,42,57,66,30,51,48,67,Right,18
Leon Hien,58,62,53,44,54,57,64,42,60,56,67,Right,23
Jonas Lange Hjorth,58,73,41,51,60,49,58,52,50,56,56,Left,23
Tim Hoffmann,58,63,25,42,45,58,61,38,50,50,66,Left,19
Emil Højlund,58,61,57,48,58,28,63,48,53,52,70,Right,19
Tim Hoops,58,67,26,44,44,58,60,38,54,54,69,Right,19
